Date,Open,High,Low,Close,Volume
2024-12-05,288.80374890213517,292.9080001783207,288.20763715819567,292.6441650390625,2594800
2024-12-06,293.70934877429744,296.87549007554577,291.8037830966246,292.1653747558594,4158700
2024-12-09,290.7972619259877,295.72239382692266,290.31844001269974,294.5008850097656,2391600
2024-12-10,293.28915954083567,295.91784891666424,289.0969329054001,293.8559265136719,3523000
2024-12-11,294.4715685774984,295.01880213919844,289.2239714957004,289.35101318359375,3037600
2024-12-12,289.4487656083354,291.7451785203102,288.3640501799517,289.86895751953125,2040700
2024-12-13,289.5366373421226,292.38031296627946,288.696223910584,289.8395690917969,2547600
2024-12-16,290.4063978378826,295.23380328130446,290.39664604587153,290.92431640625,3179900
2024-12-17,290.83635862927827,293.16211618923165,288.10019080697583,289.3314514160156,3295800
2024-12-18,288.2955908489664,292.16535193938836,284.044764367957,284.2499694824219,3800900
2024-12-19,284.24998573417827,286.18483656802255,282.26625665562574,283.61480712890625,3438500
2024-12-20,282.9209639080499,289.35100275936435,282.70597717212775,286.0089416503906,7678000
2024-12-23,285.59855736566044,286.4194077532533,283.12622458881725,284.6506652832031,2492200
2024-12-24,284.6408400081671,287.56267925389426,284.1620181443495,287.2890625,1461000
2024-12-26,286.32163634266897,288.7060236863671,285.9307595270769,288.0805969238281,1433900
2024-12-27,286.6538734904599,289.7223175247831,286.0675433757879,286.927490234375,1617200
2024-12-30,284.82651777685413,284.82651777685413,282.41281535927754,282.9991455078125,1936700
2024-12-31,283.46817361907,284.60173723845355,282.00236322155513,283.28253173828125,1915600
2025-01-02,284.3183939098319,289.0187572822055,283.6343370682093,285.84283447265625,3117000
2025-01-03,286.15553049403815,288.236986305073,284.0741045049961,288.06109619140625,2240100
2025-01-06,286.59528896852777,288.86241653352045,285.09038172704203,285.5203552246094,2838900
2025-01-07,287.0838574086551,288.2076394400083,281.70921916810624,282.74505615234375,3419500
2025-01-08,282.38354367640227,282.5496820090783,280.0186893158066,280.3607177734375,2724200
2025-01-10,280.9470118803546,281.21084703385594,275.3573866598032,275.87530517578125,3946000
2025-01-13,276.49094696197346,278.01538747413923,273.9599844472625,277.16522216796875,3394300
2025-01-14,278.5235515320074,278.84604656910153,273.0121191017866,275.1619567871094,2238900
2025-01-15,277.8492379414672,278.16195132158504,274.2140269080682,275.8655090332031,2867800
2025-01-16,273.85249512830984,274.54633360812574,270.2270653100025,273.3638916015625,3403700
2025-01-17,274.57564070147276,277.6049586222736,273.617967080773,274.54632568359375,3312800
2025-01-21,274.3606479318005,276.45185541251146,272.3769189069526,276.16845703125,3858600
2025-01-22,276.8427305769338,277.06749892236803,274.00883624741516,274.93719482421875,3660600
2025-01-23,274.35084609754165,278.5039755576113,274.25311943996576,277.94696044921875,2279400
2025-01-24,278.0251624896038,280.31182320359085,276.82318718961494,278.9534912109375,2523000
2025-01-27,280.07732443993484,286.7418843005584,279.2955706557306,286.4096374511719,4343000
2025-01-28,285.7353332660303,287.7776924062407,283.39004232840057,284.5138244628906,3180100
2025-01-29,284.7386001381401,286.4584941202102,283.390049613289,283.4975280761719,2358300
2025-01-30,284.2793073717032,285.4226229234168,282.7646185463319,283.7027587890625,2125200
2025-01-31,283.22390886791277,284.61155601375964,280.80045444698686,282.11968994140625,2556500
2025-02-03,280.4779373274876,284.26950519037956,277.71245468921836,283.4388732910156,3048800
2025-02-04,283.15553141133677,284.0154784082978,281.7971992634112,283.165283203125,2976900
2025-02-05,283.3900494918791,283.6538846641092,279.813468047239,282.2467041015625,2362900
2025-02-06,284.94378214391116,290.3770506131791,283.70274000466867,287.650634765625,3590000
2025-02-07,287.6506710565616,290.08393704340637,287.12300068813255,287.592041015625,2858000
2025-02-10,295.3803508125697,303.2077884695559,294.6376937673537,301.39019775390625,8052000
2025-02-11,300.3641094902086,304.4879242048519,299.1914789885888,303.1393737792969,4180400
2025-02-12,302.5237178843321,303.0221029775111,298.8005617484397,300.5888671875,3110200
2025-02-13,300.4911539182782,304.42929695398607,298.6637815911718,302.9537048339844,3096800
2025-02-14,303.12962734300777,303.9113810245638,300.764773250015,301.5172119140625,2674400
2025-02-18,300.34459995384805,300.34459995384805,296.62144339020193,297.88201904296875,3367800
2025-02-19,296.40641165617916,296.8657001038209,292.683255657589,295.057861328125,2990700
2025-02-20,293.97317732836046,296.22077138761307,291.3542696486671,296.142578125,3020000
2025-02-21,296.9927889988435,298.98626997103764,294.7158798011798,297.86248779296875,3036700
2025-02-24,298.04814111370655,303.36414968851034,297.18819416454835,300.5595703125,3397600
2025-02-25,302.13284923675496,304.6051817222404,300.9699705358754,303.63775634765625,3891600
2025-02-26,304.5954176023755,307.3804335464192,296.75819879380595,297.3347473144531,4140900
2025-02-27,298.2338302292109,304.6736212883002,297.28593817159725,302.8853454589844,3350400
2025-02-28,300.5986253563975,301.4878872884728,296.953662400364,301.3022155761719,4972900
2025-03-03,302.82565873405815,304.18199545653425,297.24308236385235,299.0711975097656,4371300
2025-03-04,299.36600210299616,307.5629599520592,299.36600210299616,300.5257568359375,3954500
2025-03-05,298.78613000199914,303.16962864247535,298.1669302624665,302.1769714355469,2327500
2025-03-06,302.5209455760425,306.0100779305287,299.1596183997391,305.046875,2954900
2025-03-07,305.4891705682767,317.6273631947916,305.0272302822741,315.77960205078125,7607600
2025-03-10,314.600156176213,320.72331669888484,310.32475670984263,311.8088684082031,4707600
2025-03-11,312.1725370079036,312.2511817353279,301.05651570667305,301.4988098144531,4513100
2025-03-12,298.48144568734335,301.17444262418934,291.2673368900144,294.2650146484375,4546200
2025-03-13,295.27738506973037,298.25541701769504,292.1715779236197,292.39764404296875,4178600
2025-03-14,291.8767183670582,295.5132722831682,290.63831881831806,294.6876525878906,2696800
2025-03-17,296.13243244356164,299.9950523405422,294.88422483973767,298.75665283203125,2758400
2025-03-18,299.7395038959387,299.7395038959387,297.08579921610414,298.39300537109375,2435400
2025-03-19,298.7762961603016,302.79614548561005,298.42248487220996,301.65606689453125,2812200
2025-03-20,302.7470135707408,304.3490624371916,300.2702445834875,301.73468017578125,2723500
2025-03-21,301.1351346101225,301.73465813298844,296.4666016259802,300.201416015625,6016100
2025-03-24,301.04665995709985,302.66838492770916,299.30702789062116,300.427490234375,3443400
2025-03-25,301.6658749897505,303.3662147753244,298.8156185237035,301.65606689453125,2657100
2025-03-26,302.6192369612126,308.67359111794747,302.51113795560514,308.2018127441406,2624400
2025-03-27,309.7547258785089,311.209353344051,305.3515511136978,307.32708740234375,3119500
2025-03-28,303.70039616505466,304.68324534358237,300.7420105395498,301.8231506347656,3211600
2025-03-31,299.7690098615244,307.8283854030135,299.2186167019686,307.0126037597656,4418800
2025-04-01,307.7103915460355,309.3812470599439,305.6169481002086,308.2509765625,2411200
2025-04-02,307.3467388025947,308.5458159244146,304.51612854818865,306.2361145019531,2776800
2025-04-03,306.0395860350193,314.2365446924713,305.9609413029636,312.8114013671875,7023900
2025-04-04,309.17484919988635,309.5581447526773,294.16672421679596,294.96282958984375,8831100
2025-04-07,287.5816644356236,299.65105067811146,285.51767524226614,294.74664306640625,7725900
2025-04-08,298.5699187957871,302.9632557726959,289.8618895720798,294.6876525878906,5562500
2025-04-09,292.3091760875772,306.3049387103918,291.6211696689329,298.746826171875,8265700
2025-04-10,296.1717613220369,302.35389091691246,291.8275848455547,301.5184631347656,6049500
2025-04-11,301.2137953816926,305.5580020410816,298.7468342927195,304.5849609375,4439900
2025-04-14,307.0715540853703,312.7426129020651,305.7938621824256,310.6491394042969,4068300
2025-04-15,310.708121105336,311.7597769435732,306.4916896564685,307.1207275390625,2901200
2025-04-16,308.19201239794427,308.89966497935984,302.0983357249674,303.7986755371094,3098900
2025-04-17,303.91662440461675,307.6219550124511,301.8624732193046,305.9609375,2728500
2025-04-21,305.66606561378126,305.94126215797525,299.8869081915333,303.4251708984375,2669900
2025-04-22,306.4130501726101,314.51171729481575,305.8528189775768,313.60748291015625,4200700
2025-04-23,313.03746845161146,314.4134513250908,309.3911063383469,313.017822265625,3210100
2025-04-24,312.96862738925415,313.42075956481125,308.1526728646442,310.7965393066406,2479500
2025-04-25,311.0717429994751,316.2611850952444,309.62695360947356,311.3076171875,2282900
2025-04-28,312.25121506320403,312.5657040239425,308.86037319277193,311.37646484375,2578300
2025-04-29,310.63932148230947,311.2978436558941,307.631805274369,309.1060791015625,3164500
2025-04-30,311.35679043927297,315.4945769599107,307.73007467842405,314.167724609375,5564600
2025-05-01,307.77921724204487,313.77460328804415,306.2558129982232,308.2608337402344,5186900
2025-05-02,308.17234572399786,310.55085391644883,305.35157340088085,306.609619140625,3994600
2025-05-05,307.63176403142114,311.9562940125808,305.3712231304572,310.30511474609375,3534100
2025-05-06,309.70554133357354,311.7990145522613,307.50396911952566,311.35675048828125,2691700
2025-05-07,311.0521329058185,313.76477636536976,310.6982915885513,312.673828125,2725900
2025-05-08,312.6246468365954,314.1775653022655,307.8086919634274,308.1133728027344,2131500
2025-05-09,307.53348873676583,308.8603410695513,305.8331789273091,308.30010986328125,1917800
2025-05-12,306.6587653220161,306.8258328766549,299.778821441797,306.5703125,4137900
2025-05-13,306.30494666426785,306.8160474436788,303.15984722608164,303.3957214355469,3018600
2025-05-14,302.95340348780155,303.6119255963713,300.4471502266824,302.2261047363281,2656600
2025-05-15,302.5209404907676,309.72524117879897,302.5209404907676,309.0863952636719,2928500
2025-05-16,308.9782978426788,313.19472930410495,307.9954486438311,313.14556884765625,2636900
2025-05-19,312.65412755802777,316.094099570361,312.5755128237546,315.72064208984375,2748600
2025-05-20,315.7107834059761,316.2022079471102,313.3814358800681,314.31512451171875,2035000
2025-05-21,312.0742507478848,313.2045512636891,309.7645792448863,311.0127868652344,2386700
2025-05-22,310.698235378187,311.1896599008006,307.26810180847895,308.9192810058594,2642000
2025-05-23,309.66629029989514,310.2363296120548,307.66126962639134,309.17486572265625,2701500
2025-05-27,309.11588383490573,310.20683195209836,306.80618242270907,309.54833984375,2526700
2025-05-28,309.5483450807873,310.2363214743702,306.8356718874476,307.4745178222656,1935600
2025-05-29,307.01258468693777,308.1232090273165,304.7225593611418,306.5113220214844,2248800
2025-05-30,306.6489167840064,309.8824986958988,305.2532578755658,308.4671936035156,4062900
2025-06-02,307.13283404165134,309.6236503135206,305.8083502186842,309.06024169921875,2577000
2025-06-03,308.229969601329,310.7504675347982,305.57110806823766,308.77362060546875,3028100
2025-06-04,309.37654255447313,310.61207187777376,305.89730283920306,307.9631042480469,2069500
2025-06-05,308.38810401181985,308.38810401181985,304.20706212713105,305.403076171875,3813500
2025-06-06,303.5942583679724,306.2728774867644,303.25819801276845,303.80181884765625,2622800
2025-06-09,300.21387638935084,301.6965116189802,296.3787884357565,301.251708984375,4059800
2025-06-10,296.53693591792546,298.9091462213123,295.9834211859449,296.9520568847656,4698700
2025-06-11,296.7247190956517,299.6899893191354,293.7495549855174,298.22711181640625,3312100
2025-06-12,298.17774076469425,299.67023978926846,296.59625707748546,299.6504821777344,2584700
2025-06-13,298.3160991252495,301.57788466423995,297.66373598459296,298.4149475097656,2435500
2025-06-16,299.6307230760127,300.4807528321381,292.3262587174501,292.8600158691406,4045700
2025-06-17,292.57334084745133,292.5832347345122,288.4120865739668,288.9260559082031,3379000
2025-06-18,289.6080819371091,289.71679404191184,285.2590246234715,286.277099609375,4008700
2025-06-20,286.4154579502569,287.2457300450739,282.26409747617186,284.1322021484375,7085000
2025-06-23,285.17994196256626,286.1683654785156,282.5606256781588,286.1683654785156,5172500
2025-06-24,286.26720519573337,288.7185063002155,285.2392363242679,288.0957946777344,4461200
2025-06-25,287.4928191171329,287.7102734743306,281.01865783466116,282.2442932128906,4259800
2025-06-26,282.63969751873685,283.46996959680325,280.1883965042384,282.3233947753906,5354900
2025-06-27,282.6989911923416,288.80744067091433,281.93788585598935,288.1748352050781,7422200
2025-06-30,287.51264491054985,290.18137037711284,287.51264491054985,288.7877197265625,5054800
2025-07-01,289.11388820157913,296.18111054698136,288.9656307020266,294.0461120605469,5121900
2025-07-02,294.6292505894232,294.6292505894232,289.2127093539013,291.2192077636719,4021500
2025-07-03,291.25873345374845,291.4168546514936,289.222553520251,290.675537109375,1678600
2025-07-07,290.7150936927904,292.257031826668,289.1039586795529,290.1319274902344,3404300
2025-07-08,289.6179713825043,289.62783510551355,286.8998068326346,288.2934875488281,3123600
2025-07-09,288.8667324746016,290.4185644188557,287.96726358011585,289.6278076171875,3265800
2025-07-10,292.86986782559484,297.29801591698083,291.6046869658118,294.9356994628906,5366800
2025-07-11,294.6885811906138,299.2353049188253,293.84841522716954,296.4380798339844,4524100
2025-07-14,295.71652896698504,298.57308729782847,291.41688080397813,298.3852844238281,5707500
2025-07-15,297.81200306208757,299.2847746608974,295.77585296556197,296.1514587402344,2937600
2025-07-16,296.30960635615196,297.0015148969303,292.7809270939086,295.4397888183594,2804700
2025-07-17,296.2997010988854,298.9486989980522,294.96535350818704,296.89276123046875,3134300
2025-07-18,296.27002455193343,296.922387625091,292.998345463719,293.6309509277344,3481300
2025-07-21,294.6589039952246,295.34091859765067,291.8616788679898,292.31634521484375,3037500
2025-07-22,292.43495557735577,296.62589163371734,291.6343349737156,295.7066650390625,2672000
2025-07-23,296.0229280185589,296.4084276411348,293.48270268867003,294.6687927246094,2467600
2025-07-24,293.4728151540905,294.0164359951269,291.00175648703333,291.0709533691406,4426000
2025-07-25,293.37395348989224,295.18278524427257,291.4860611340339,295.0147399902344,3401000
2025-07-28,293.62107467520525,296.4380876080223,291.57503084527906,295.7560729980469,3070500
2025-07-29,295.489201269348,299.32425890210925,294.8467018979685,299.1661376953125,3147700
2025-07-30,299.0672762231308,301.89415267626623,297.59450484125006,300.09521484375,2805900
2025-07-31,297.53520607123136,299.95685550814954,296.5270250452216,296.5962219238281,3639600
2025-08-01,299.98652980826387,300.1842265723713,297.8910768316064,299.38360595703125,3344800
2025-08-04,297.05092026315515,302.80355240843096,297.05092026315515,300.7080993652344,4734500
2025-08-05,299.4923215760419,301.07380521458225,294.91591592831276,295.311279296875,4222900
2025-08-06,303.4459950663613,306.80662871827747,298.2468781367559,304.0983581542969,6474300
2025-08-07,305.58098825983154,306.5793055669729,300.8266740210179,304.345458984375,3603300
2025-08-08,303.44598463820415,304.97802884672075,300.37200233457133,301.9139404296875,2622000
2025-08-11,301.96336506749844,303.7425152182194,300.26327552077595,300.8365478515625,2649000
2025-08-12,301.6372049470314,301.96337142128704,296.41833020890783,298.1480712890625,3438300
2025-08-13,298.2073480883806,301.7755420385639,297.91080297354404,301.538330078125,2999100
2025-08-14,301.96337056092483,305.7095039641304,299.19579690627904,305.3734436035156,4699400
2025-08-15,306.56940935227385,306.56940935227385,302.95177604149274,305.3536376953125,3416600
2025-08-18,304.800146130435,306.3915236313488,303.0111020305204,305.1263427734375,3272600
2025-08-19,305.1263100173184,310.582396225531,304.8792041718766,307.3304748535156,2893600
2025-08-20,310.038823872342,312.49009493697235,308.7736429525769,309.45562744140625,3879900
2025-08-21,308.25961645059004,309.96959987782043,307.5677381343314,309.593994140625,2282200
2025-08-22,310.9876883267393,313.1325504138418,309.5248106984349,310.4341735839844,2796700
2025-08-25,310.0981136616329,311.8970214960249,308.3387210487151,309.81146240234375,2944300
2025-08-26,309.8015786175147,311.4720167901521,308.68465520647743,309.3172607421875,2807600
2025-08-27,309.73235704559306,312.06505206724313,307.7357525406852,307.82470703125,3234400
2025-08-28,307.51831892179814,308.9021058088656,305.76882016075126,308.6055908203125,3471700
2025-08-29,308.61547648190276,310.26612681467003,307.8247195930191,309.9103088378906,2492500
2025-09-02,311.1826387207709,314.2442834506743,310.4669323209076,313.8764953613281,3228700
2025-09-03,313.140893157231,314.97986396481383,311.1130836093238,314.50274658203125,3219500
2025-09-04,315.92421766669247,317.5245994895031,314.5922143787671,315.0991516113281,2881300
2025-09-05,315.47688518693235,316.1429019889839,311.40133559281617,312.5047302246094,2533100
2025-09-08,310.9540431816132,311.21247165943015,307.9122984380156,310.93414306640625,2873600
2025-09-09,309.3536392658838,311.8288071673471,308.8765218568633,310.65582275390625,2310800
2025-09-10,310.22839120037503,310.22839120037503,302.7929981993852,304.1150817871094,3479500
2025-09-11,304.4033511466306,307.09717752193427,303.4291859188727,306.5902099609375,2761500
2025-09-12,305.7850364624586,306.6697421579414,303.4291784076239,303.5782775878906,2072600
2025-09-15,303.3198526715095,303.88642956315584,298.71746579497653,300.2681579589844,3584500
2025-09-16,301.6896348606947,304.1747224625126,300.8944189623298,301.48089599609375,3578500
2025-09-17,303.08125865969726,304.7512301418473,302.09717373906244,303.1508483886719,2681600
2025-09-18,299.6717376902863,300.88446162405086,296.1031556206898,299.3437194824219,4654100
2025-09-19,299.90038790674424,302.9818723055123,298.95604247128796,300.5763244628906,5696900
2025-09-22,300.5166612589849,302.43514148235323,298.6280008714784,301.1826477050781,3657900
2025-09-23,301.92817683445475,302.63396351585646,298.5285941714288,301.3814697265625,2976900
2025-09-24,300.6856277368038,304.15483040298926,300.20851036695075,302.5146484375,2427300
2025-09-25,304.05542738638104,304.50272493025005,300.14887715888966,300.49676513671875,2558400
2025-09-26,301.56040978907237,303.95603791194634,300.20853667529957,303.41925048828125,2284700
2025-09-29,304.05542334710367,304.284031976864,300.04946360679025,301.1826477050781,3073800
2025-09-30,300.94408660066597,302.6637780163212,300.19856037457015,302.0773010253906,2640100
2025-10-01,301.4510629954411,302.95203521323066,296.52062756713144,298.7273864746094,3055300
2025-10-02,297.81288845781046,300.576304510898,297.1667717827491,298.0912170410156,2690400
2025-10-03,297.1170521005212,299.59221985092825,296.87849341056983,299.1846618652344,2599100
2025-10-06,297.2562445006725,297.8625913092088,293.1508749643087,294.2741394042969,3814200
2025-10-07,293.24032623075993,296.292020974098,292.37552063081677,294.5524597167969,2515700
2025-10-08,294.61209055086226,294.890419130258,291.6796752423205,292.6438903808594,2464600
2025-10-09,291.8983848346003,293.3596175638589,290.2980029735534,292.05743408203125,2802700
2025-10-10,292.94212388356044,296.17273760322576,291.1429229772978,295.23834228515625,4016200
2025-10-13,292.84271209000576,298.62800297220974,292.2462850330344,298.31982421875,3369300
2025-10-14,298.3695383594211,303.69755120406126,298.3198184099098,302.7432861328125,2992800
2025-10-15,301.81886729034215,307.2562402309598,301.81886729034215,303.42919921875,2522100
2025-10-16,303.96597545784465,305.4470779214915,302.8924006547056,303.5086975097656,2021600
2025-10-17,304.96991418835205,306.49078646669557,304.48284676437515,306.2522277832031,2194200
2025-10-20,306.1130924226089,306.8586186775733,304.01566278416095,305.93414306640625,2329600
2025-10-21,306.70949897713695,306.70949897713695,304.56240998937864,305.6459045410156,2461100
2025-10-22,306.3814824127977,310.924229843484,305.31785763540387,308.26019287109375,2735700
2025-10-23,310.10909086662355,310.10909086662355,304.3933897879752,305.138916015625,2081500
2025-10-24,305.79499367069457,305.8645834016265,303.2005465312216,303.9659729003906,1994500
2025-10-27,304.0752988428749,308.2403078979392,303.5186416726289,308.1508483886719,2139700
2025-10-28,306.69957618217035,308.72738579868616,304.50273692763244,304.57232666015625,2336500
2025-10-29,302.8824665105132,302.9619759602177,299.42321390534244,300.5464782714844,2502300
2025-10-30,298.70752675119115,302.5743375820087,298.3099188059851,300.6260070800781,3128400
2025-10-31,298.2105141306524,298.91627052014314,295.2284089893459,296.6498718261719,3582700
2025-11-03,295.8944060100325,296.1429147551718,292.683662102039,294.6021423339844,3899300
2025-11-04,296.43116642417056,297.9619888055633,294.651865630357,297.4252014160156,4151300
2025-11-05,297.77311030508747,308.3198370092175,297.42519200184597,303.8466796875,6070300
2025-11-06,302.44511603108083,304.58228533568064,295.73537939897335,296.6300048828125,3544900
2025-11-07,298.5484645873275,300.74527341635337,296.5504445545318,297.8725280761719,3250100
2025-11-10,297.2164778797558,298.2303827028983,294.27414264620234,297.3158874511719,3824300
2025-11-11,299.06536549832805,305.4570338161925,299.0554457761654,304.999755859375,2755800
2025-11-12,304.95005110413064,307.24626948977044,303.9560161203717,305.1091003417969,2818600
2025-11-13,305.46694119079405,308.25025737230067,304.6717253306724,305.7452697753906,2294300
2025-11-14,306.61012098882713,308.8963894523266,301.5206360894467,305.1985778808594,3112500
2025-11-17,305.3377471967175,305.864584538298,302.28605243721285,303.0812683105469,2435700
2025-11-18,303.8566268887578,306.6001733349014,302.3457045331289,302.77313232421875,2773800
2025-11-19,302.77311386441045,303.02162261182883,300.238336774959,300.93414306640625,2008300
2025-11-20,300.6459116908913,303.8168859133564,300.069354376511,302.345703125,4205100
2025-11-21,304.44308546749676,308.68763428955646,304.3337561796558,307.5047302246094,3348900
2025-11-24,307.14686785888347,308.488821188733,302.21646270602236,303.0812683105469,3687300
2025-11-25,304.9202334484046,309.6021297614361,304.9202334484046,308.5981750488281,4189600
2025-11-26,309.7114938343811,311.00372720685664,307.87252300774975,310.5365295410156,2786600
2025-11-28,310.50669855406085,311.4311437951217,308.8367270859109,309.9599914550781,1850700
2025-12-01,309.4800109863281,309.5,303.3699951171875,303.57000732421875,3354100
2025-12-02,303.79998779296875,303.82000732421875,299.5899963378906,300.7200012207031,3947800
2025-12-03,302.3999938964844,308.75,302.05999755859375,307.7099914550781,4986900
2025-12-04,308.5299987792969,313.79998779296875,307.32000732421875,308.5400085449219,4632200
2025-12-05,308.6600036621094,312.04998779296875,308.20001220703125,311.2300109863281,3147200
2025-12-08,312.0,313.75,309.04998779296875,309.7900085449219,3575000
2025-12-09,310.69000244140625,312.70001220703125,308.4200134277344,310.7900085449219,2355100
2025-12-10,309.5,311.32000732421875,306.010009765625,310.5299987792969,4103900
2025-12-11,311.5,312.9800109863281,309.05999755859375,309.7099914550781,4844000
2025-12-12,310.5299987792969,317.7900085449219,310.3699951171875,316.7200012207031,3771900
2025-12-15,316.70001220703125,319.6600036621094,315.79998779296875,318.7300109863281,3814900
2025-12-16,319.1099853515625,320.5799865722656,314.30999755859375,314.5,2972300
2025-12-17,315.54998779296875,319.20001220703125,315.0,318.69000244140625,3328600
2025-12-18,319.3800048828125,321.7900085449219,318.3500061035156,319.6499938964844,3335200
2025-12-19,318.70001220703125,319.3299865722656,315.75,315.8399963378906,7128600
2025-12-22,315.0,318.2699890136719,314.4700012207031,316.2200012207031,2514600
2025-12-23,312.1000061035156,314.1199951171875,310.6300048828125,310.8399963378906,2922800
2025-12-24,310.67999267578125,313.3999938964844,310.2799987792969,313.3299865722656,1011500
2025-12-26,312.9800109863281,313.260009765625,309.8699951171875,310.67999267578125,1308900
2025-12-29,310.4599914550781,311.1000061035156,308.2200012207031,308.5299987792969,2148300
2025-12-30,307.0799865722656,308.6400146484375,306.7699890136719,308.0299987792969,1678300
2025-12-31,307.7799987792969,308.2099914550781,305.3500061035156,305.6300048828125,1903600
2026-01-02,305.2900085449219,305.54998779296875,300.2900085449219,303.260009765625,3124300
2026-01-05,301.25,302.3299865722656,299.6199951171875,299.8599853515625,4573300
2026-01-06,299.07000732421875,304.2200012207031,298.3299865722656,302.7699890136719,3769100
2026-01-07,305.3299865722656,307.0,303.30999755859375,304.1600036621094,4100200
2026-01-08,303.44000244140625,309.0,302.6300048828125,308.8800048828125,3268300
2026-01-09,309.0400085449219,309.5199890136719,304.6000061035156,307.32000732421875,2972000
2026-01-12,307.44000244140625,307.4800109863281,304.1700134277344,306.75,3206600
2026-01-13,305.2300109863281,309.6600036621094,305.20001220703125,309.44000244140625,2967300
